genres;homepage;keywords;original_title;runtime
Action Comedy;http://www.disastermovie.net/;natural disaster violence mortal danger duringcreditsstinger;Disaster Movie;87.0
Action Crime Drama Thriller;not find;robbery homeless person bank armored car truck;Armored;88.0
Comedy Thriller Crime Action;not find;london england bomb brother brother relationship helicopter based on novel;The Man Who Knew Too Little;97.0
Comedy Romance;http://www.whatsyournumbermovie.com/;based on novel loser magazine womanizer mission;What's Your Number?;106.0
Action Thriller Science Fiction;http://www.lockoutfilm.com/;usa president anti hero dementia future space;Lockout;95.0
Comedy;not find;jealousy inventor neighbor best friend milliionaire;Envy;99.0
Action Thriller Crime;http://www.crank2.com/;female nudity prostitute horse race heart strip club;Crank: High Voltage;96.0
Action Comedy Thriller;not find;lover (female) talent mafia boss author;Bullets Over Broadway;98.0
Drama;http://8x.com/onenight/main.html;based on novel persia queen esther;One Night with the King;123.0
Drama Action Thriller Romance;not find;terror journalist lover (female) saigon indochina;The Quiet American;101.0
Comedy Drama;not find;new york chicago midlife crisis television daughter;The Weather Man;101.0
Action Adventure Drama Thriller;not find;sport;Undisputed;96.0
Comedy Fantasy Romance;not find;dying and death misanthrope lecture cardiopulmonery resuscitation;Ghost Town;102.0
Action Adventure Drama Thriller;http://www.12rounds-movie.com/;police cops cat and mouse family revenge drama;12 Rounds;108.0
Drama Horror Mystery;http://www.letmein-movie.com;vampire child vampire remake bully young boy;Let Me In;116.0
Adventure Action Comedy Family;not find;underdog hero friendship treasure hunt friends;3 Ninjas Kick Back;93.0
Drama Comedy;not find;camcorder videoband delusion nuclear power plant video store;Be Kind Rewind;102.0
Comedy Drama;not find;world war ii widow musical theatre milieu nacktrevue;Mrs Henderson Presents;103.0
Action Thriller;http://triple9movie.com/;heist betrayal dirty cop;Triple 9;115.0
Comedy Drama;not find;new york writer's block insanity independent film author;Deconstructing Harry;96.0
Comedy Romance;not find;gay dance architect artist tango;Three to Tango;98.0
Drama;http://burntmovie.com/;london england cook restaurant diva career;Burnt;100.0
Comedy Crime Drama;not find;prison prisoner independent film;We're No Angels;106.0
Music Comedy Romance;not find;paris venice adultery robbery lovesickness;Everyone Says I Love You;101.0
Action Crime Drama Thriller;not find;loss of son repayment revenge murder gang;Death Sentence;105.0
Drama;http://www.everybodysfinemovie.com/;family relationships doctor retired visit widower;Everybody's Fine;99.0
Comedy Family;http://www.sonypictures.com/movies/superbabiesbabygeniuses2/index.html;baby baseball scientific study computer genius;Superbabies: Baby Geniuses 2;88.0
Action Comedy Crime;not find;mistake in person false identity arms dealer cop police officer;The Man;83.0
Comedy Drama Music Romance;not find;broken engagement charity celebrity tragic love dancehall girl;Sweet Charity;149.0
Comedy Romance Crime Drama Mystery;http://inherentvicemovie.com/;based on novel 1970s private investigator smoking marijuana los angeles;Inherent Vice;148.0
Music Drama;not find;musical 3d;Battle of the Year;110.0
Comedy Fantasy;http://www.americancarol.com/;terrorist parody documentary filmmaker sattire;An American Carol;83.0
Action Crime Thriller;not find;mexico white house nuclear missile machete outer space;Machete Kills;107.0
Horror;not find;bad boss evil mother revenge humiliation obedience;Willard;100.0
Comedy;not find;tv show bigfoot;Strange Wilderness;87.0
Comedy Drama Music;not find;prostitute musical biography telephone call cigar smoking;Topsy-Turvy;160.0
Comedy Drama War;http://www.littleboymovie.com/;japanese world war ii spirituality;Little Boy;106.0
Drama Thriller;http://www.sonyclassics.com/adangerousmethod/;based on novel psychoanalysis sigmund freud biography spanking;A Dangerous Method;99.0
Animation Science Fiction Thriller;http://www.warnerbros.com/movies/home-entertainment/scanner-darkly-a/d7c290af-c285-41c4-a4d6-efb3a86b3893.html;california detective based on novel dream undercover;A Scanner Darkly;100.0
Drama;not find;wave surfing sport mentor prot\u00e9g\u00e9 relationship santa cruz california;Chasing Mavericks;117.0
Action Fantasy Horror Thriller;not find;detective monster professor island museum;Alone in the Dark;96.0
Comedy Drama Family Music;http://bandslam-movie.com/;new jersey musical battle of the bands teenager rock band;Bandslam;111.0
Drama Mystery Thriller;not find;loss of husband reincarnation friends little boy independent film;Birth;100.0
Crime Drama Thriller;http://amostviolentyear.com/;corruption capitalism winter american dream immigrant;A Most Violent Year;125.0
Drama Romance War History;http://www.passchendaelethemovie.com;nurse battle platoon veteran recruitment;Passchendaele;114.0
Drama;http://flashofgenius.net/;biography;Flash of Genius;119.0
Drama Music;http://www.imnotthere-movie.com/;rock and roll music style success john f. kennedy advancement;I'm Not There.;135.0
Action Thriller;not find;kidnapping spying government;The Cold Light of Day;93.0
Adventure Comedy Drama Romance;http://www.brothersbloom.com/;con man estafa;The Brothers Bloom;114.0
Drama;http://www.sonyclassics.com/synecdocheny;new york man-woman relation writer;Synecdoche, New York;124.0
Comedy Music;not find;camp disco woman director village people;Can't Stop the Music;124.0
Action Adventure Crime Drama Thriller;not find;gallows australia psychopath outlaw misanthrope;The Proposition;104.0
Drama;http://www.myallamerican.com/;american football biography sport championship;My All American;118.0
Action Science Fiction Thriller;not find;resistance fascism totalitarian regime destroy phasing;Equilibrium;107.0
Drama Romance;not find;france hotel 1970s grief travel;By the Sea;122.0
Animation Fantasy Science Fiction;not find;england inventor ball boy industrial revolution;Steamboy;126.0
Drama;not find;sport;The Game of Their Lives;101.0
Drama Mystery Thriller Crime Romance;not find;difficult childhood patriarch childhood trauma dysfunctional marriage;All Good Things;101.0
Adventure;not find;in love with enemy indigenous island;Rapa Nui;107.0
Comedy Fantasy;not find;mephisto french revolution time travel leap in time knight;Les Visiteurs 2 : Les Couloirs du temps;118.0
Action Comedy Horror Mystery Science Fiction;http://dylandogdeadofnight.com/;detective vampire supernatural zombie werewolf;Dylan Dog: Dead of Night;107.0
Drama Thriller;not find;drug addiction press release from prison women's prison party;People I Know;100.0
Drama Fantasy;http://www.tempest-themovie.com/;shakespeare sword island frog sorcery;The Tempest;110.0
Horror Mystery Thriller;not find;investigation memory loss;Regression;106.0
Crime Drama Thriller;not find;chicago infidelity man-woman relation revenge;Butterfly on a Wheel;95.0
Comedy Animation Adventure Family;http://zambeziamovie.com/;falcon bird origin;Zambezia;83.0
Thriller;http://survivormovie.com/;new year's eve fire showdown terrorist embassy;Survivor;96.0
Thriller Crime;not find;gun escape serial killer man hunt hunting;The Frozen Ground;105.0
Drama Romance;not find;china cholera foreign aid epidemic loveless marriage;The Painted Veil;125.0
Action Crime Drama History Thriller;http://www.bmk.film.de/;terror raf 1970s;Der Baader Meinhof Komplex;150.0
Adventure Drama Western;not find;countryside based on novel suicide attempt culture clash loss of family;Dances with Wolves;181.0
Comedy;http://www.areyouabadteacher.com/;classroom teacher school workplace humor;Bad Teacher;92.0
Drama Crime Mystery;not find;new york alcohol sex detective newspaper;Sea of Love;113.0
Comedy;http://www2.warnerbros.com/acinderellastory/index.html;jealousy cinderella work step mother high school;A Cinderella Story;95.0
Crime Horror Mystery;not find;halloween gore serial killer slasher tabloid;Scream;111.0
Horror Thriller;not find;hunter nanny nudity collector house;Thir13en Ghosts;91.0
Horror Thriller;not find;hotel isolation hotelier colorado maze;The Shining;144.0
Adventure Comedy Science Fiction Family;http://www.backtothefuture.com/movies/backtothefuture1;clock tower car race terrorist delorean lightning;Back to the Future;116.0
Horror Mystery Thriller;not find;lunatic asylum aftercreditsstinger;House on Haunted Hill;93.0
Drama Comedy;not find;aunt duringcreditsstinger;I Can Do Bad All By Myself;113.0
Action Drama;http://www.fightvalley.com/;new jersey martial arts sister sport murder;Fight Valley;90.0
Comedy Romance Drama;http://theswitch-movie.com/;alcohol single parent baby restaurant aquarium;The Switch;101.0
Comedy;not find;venice france prison fire europe;Just Married;95.0
Drama Action Thriller Crime War;not find;palace impostor pervertion;The Devil's Double;109.0
Mystery Horror Action;not find;terror biological weapon cover-up splatter duringcreditsstinger;The Crazies;101.0
Action Drama History;not find;female nudity exotic island mutiny lake nudity;The Bounty;132.0
Drama;http://www.thebookthief.com/;world war ii book nazi germany jewish;The Book Thief;131.0
Comedy Adventure Romance;http://www.sexdrivethemovie.com/;sex jealousy virgin nudity community;Sex Drive;109.0
Romance Comedy;http://www.leapyearfilm.net;taxi bar wales marriage proposal airplane;Leap Year;100.0
Drama History;not find;roman empire ancient rome;The Fall of the Roman Empire;188.0
Comedy Drama Romance;http://www.iamrogue.com/takemehometonight/fullsite/;becoming an adult lie night sister job;Take Me Home Tonight;97.0
Drama;not find;based on true story;Won't Back Down;121.0
Family Fantasy Music;not find;ballet;The Nutcracker;93.0
Thriller Drama Music Crime;not find;politician kansas city election jazz music;Kansas City;116.0
Drama;not find;based on novel jewish life ohio 1950s;Indignation;110.0
Horror Thriller Drama;not find;holy water long island remake family dinner paranormal;The Amityville Horror;90.0
Comedy Crime Drama;http://www.sonypictures.com/homevideo/adaptation/index.html;alligator marriage crisis writer's block orchid;Adaptation.;114.0
Horror;not find;cage dystopia survivor zombie zombie apocalypse;Land of the Dead;93.0
Adventure Drama Comedy;not find;gonzo journalist sweaty face fake identity wedding chapel grapefruit;Fear and Loathing in Las Vegas;118.0
Comedy;not find;alcohol baby party family fraternity;Neighbors;96.0
Romance Comedy Crime Fantasy;not find;dual identity bank mockery green balloon;The Mask;101.0
Fantasy Drama Comedy Romance Family;not find;baseball co-worker bronx pinball machine toy maker;Big;104.0
Comedy;http://www.boratmovie.com/;male nudity usa california prostitute journalist;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;82.0
Comedy;not find;harvard law school black female judge smart blonde girl power;Legally Blonde;96.0
Crime Drama Horror Thriller;not find;epilepsy possession teenage girl spirit umbrella;The Exorcism of Emily Rose;122.0
Comedy;not find;fish aquarium carnival house callboy;Deuce Bigalow: Male Gigolo;88.0
Thriller Action Science Fiction;http://www.leftbehindmovie.com/;airplane the rapture remake pilot hero;Left Behind;110.0
Comedy Drama Romance;not find;holiday christmas;The Family Stone;103.0
Drama Comedy Crime;http://www.miramax.com/movie/bad-santa;holiday elves christmas party department store safe;Bad Santa;91.0
Science Fiction Comedy Crime;not find;android undercover missile group therapy airplane;Austin Powers: International Man of Mystery;94.0
Romance Comedy Family;not find;comedy wedding;My Big Fat Greek Wedding 2;94.0
Family Comedy;http://www.diaryofawimpykidmovie.com/;based on novel middle school;Diary of a Wimpy Kid: Rodrick Rules;99.0
Science Fiction Action Adventure Thriller;not find;central and south america predator alien stalking invisible;Predator;107.0
Drama History Music;not find;italy composer opera talent musician;Amadeus;160.0
Crime Horror;http://www.sonypictures.com/movies/promnight/;aunt remake blood on shirt slasher death of family;Prom Night;88.0
Comedy;http://www.meangirls.com/;female friendship high school fish out of water best friend teenager;Mean Girls;97.0
