name;overview;number_of_episodes;number_of_seasons;poster_path;genres
VeggieTales in the House;Get ready to love your veggies! The beloved faith-based brand has a fresh new look as Bob the Tomato, Larry the Cucumber and all their Veggie friends venture off the countertop for the first time ever in an all-new television series, available exclusively on Netflix. Every episode also features a brand-new, upbeat silly song as the Veggie crew embarks on new adventures throughout their house. This loveable comedy stays true to the roots of the VeggieTales brand by seamlessly weaving in strong moral messages that will capture the hearts of Veggie lovers of all ages.;104;4;/dMb6q71jX6PbR9x6WKPwdJKdjzN.jpg;Animation Kids
Boy Band;Singers battle it out to become a member of the next music sensation. Viewers at home vote for their five favorite band members. Winners get a spot in the band and a recording contract with Hollywood Records.;10;1;/wZHt5ATdB0iDmsjaV4l9BGRER6E.jpg;Reality 
OK K.O.! Let's Be Heroes;Animated comedy set in the futuristic year of 201X, where the world is populated by video game and manga-esque characters.;108;3;/bIFnNqZGdahoiGnk6MRkXLbZufS.jpg;Animation 
My Little Pony: Equestria Girls;Full-time students and part-time magical pony-girls, the Equestria Girls are always ready to save the day with the Magic of Friendship!;3;1;/xwHNfbJ15jwUeEhEgZpyyK1yex1.jpg;Animation Kids
Manhunt;Inspired by actual events, this true crime anthology series takes a deep dive into the dark, twisted minds of terrorists and follows the brave souls who hunt them down.;18;2;/9ukZcwaqcObmmxxfcIXTgVMvalJ.jpg;Crime Mystery
Room 104;An anthology series set in a single hotel room, where every guest who comes to stay reveals a unique set of circumstances and quirks.;48;4;/wOyn9r9VC2pJhXasUKxlpEmCAGV.jpg;Mystery Drama Comedy 
Seven Deadly Sins;A sheriff uncovers dark secrets when the daughter of her lover becomes a murder suspect. Based on the novels by Robin Wasserman.;2;1;/ltZ40Yg42Ll8zPJPjKrDVV6qHy4.jpg;Drama 
Killing Eve;A security consultant hunts for a ruthless assassin. Equally obsessed with each other, they go head to head in an epic game of cat-and-mouse.;32;4;/4wKhTVw8aGq5AZMa0Q1spERdi7n.jpg;Crime Drama
Patrick Melrose;A critical and often humorous look at the upper class, tracking the protagonist’s harrowing odyssey from a deeply traumatic childhood through adult substance abuse and, ultimately, toward recovery.;5;1;/t6ubZ1Bpu0elTzA8tT2mxkrfpxA.jpg;Comedy Drama
Absentia;A missing FBI agent reappears six years after being declared dead.;30;3;/uy236cUbjkG0ncSmNeMz2f2OO9Q.jpg;Crime Drama Mystery 
Puyi, the Last Emperor of China;This program reveals the unorthodox life of Puyi, the last Emperor of China, through the use of rare footage from the period.  Puyi's story, set against the immense luxury of the Chinese nobility, the decadent 1930s in Tianjin, the upheaval of World War II, the bleakness of prison, plus the turmoil of the Cultural Revolution, reflects the turbulent history of China and its people during the early and middle 20th Century.;2;1;/6dWS9S2rCE6t7XB1K8mLOR37LpF.jpg;Documentary 
The Nineties;Hit rewind and explore the most iconic moments and influential people of The Nineties, the decade that gave us the Internet, DVDs, and other cultural and political milestones.;7;1;/c342XIOS93CIB5uafzOUDGIVqwe.jpg;Documentary 
Amelia Earhart: The Lost Evidence;Former FBI official Shawn Henry investigates new, shocking evidence that aviator Amelia Earhart was captured by the Japanese military, including a photograph that purports to show Earhart and navigator Fred Noonan alive after their disappearance. Evidence includes documents containing new information indicating that the U.S. government knew that she was in the custody of a foreign power, and may have covered it up.;1;1;/hZRlpLWMiGkozSS75uqhjjDs49v.jpg;Documentary 
The Haunting of Hill House;The Crains, a fractured family, confront haunting memories of their old home and the terrifying events that drove them from it.;10;1;/38PkhBGRQtmVx2drvPik3F42qHO.jpg;Mystery Drama
Tim and Eric's Bedtime Stories;Tim and Eric's dark comedy anthology series.;15;2;/4nzEg4hZuamfOvtoOObrO8h3LCp.jpg;Comedy 
American Ripper;American serial killer H.H. Holmes has a dark legacy. Now, through his grandson's research, it may be that Holmes and Jack the Ripper are one in the same.;8;1;/fXB0J9A1BQLcTNKOSqs2rbyy4jh.jpg;Mystery 
Ari Shaffir: Double Negative;Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood.;2;1;/fwxaMqIGBILQJa3qBhMlnAyzlzl.jpg;Comedy 
Niko and the Sword of Light;A plague of shadows has swept across the land, turning innocent creatures into terrible monsters. One champion remains to battle the darkness and return the world to the light: Niko. Armed with his magic sword and guided by a determined Princess, young Niko journeys to the Curse-ed Volcano to face the evil sorcerer Nar Est and free his people from their magic prison.;23;2;/AsiXFOliQUKM6bOO4FfkGDAffko.jpg;Animation Action & Adventure Sci-Fi & Fantasy 
Shinesty;A comedic doc series about the young entrepreneurs behind Shinesty, an apparel company in Colorado.;6;1;/mItBdbfCVWJfsQtRvzb7pcLcdiD.jpg;Comedy Documentary Reality 
Stargate Origins;Follow Catherine Langford, the young woman who witnessed her father uncover the Stargate in Giza in 1928, as she embarks on an unexpected adventure to unlock the mystery of what lies beyond the Stargate in order to save Earth from unimaginable darkness.;10;1;/esec4AKT1BVNeQbPMO9rCHHvSvd.jpg;Sci-Fi & Fantasy Action & Adventure
The Jury Speaks;Reexamining some of the most high-profile and controversial cases in history through the eyes of the people who served on the original jury. Each episode delves into a new case including Michael Jackson, OJ Simpson, George Zimmerman and Robert Durst, as jurors uncover what really happened inside the courtroom.;5;1;/paGrvYhSnu8y4RywldcrLHdMIny.jpg;Documentary 
Burnie Vlog;To celebrate the “Year of the Rooster,” Burnie decided to make a weekly vlog to show the inner workings of Rooster Teeth and experiences from his life as CCO! Travel with Burnie as he represents the company all over the world, catches up with old friends, and goes behind the scenes in all things Rooster Teeth.;51;2;/cjjhH91yRJb6oPkV5lnDtDiQKik.jpg;Reality 
Flight of the Storks;Jonathan, a young academic teams up with Max, an amateur ornithologist, to follow storks on their migration from Switzerland to Africa. When Max is found dead in mysterious circumstances, Jonathan decides to make the trip alone. Following the route of the birds, Jonathan discovers dark secrets surrounding Max’s death. A mesmeric thriller from literary luminary Jean-Cristophe Grange.;2;1;/cq3oQp1Y1IV8mXFuOWHMR2tUvrL.jpg;Mystery Crime
Top Gear America;Reviewing not just exclusive and state-of-the-art vehicles, but also the cars of America’s culture-defining past.;8;1;/dMtdkudlMhacUNHZbZH3mlOKnAr.jpg;Comedy Documentary
China From Above;China is a land of immense scale and diversity, an ancient civilization with a fascinating history dating back thousands of years. From the monumental engineering feats of the Great Wall, to innovative and unique farming techniques, and a massive water splashing festival, you’ll discover how China has transformed its cities and infrastructure so much in three decades while still retaining its strong traditions, and how these strong traditions have shaped China’s landscape to make it uniquely recognizable and truly magnificent, especially from the air!;4;2;/9ZqD7imU3XjetuujipTvpFTTAxd.jpg;Documentary 
Comrade Detective;In the 1980s, millions of Romanians tuned in to Comrade Detective, a gritty, sexy, communist buddy cop show that has now been digitally remastered and dubbed into English for the first time.;6;1;/n19gxtUntrsAIfKCILKZRBm4O8G.jpg;Action & Adventure Comedy
The Gay and Wondrous Life of Caleb Gallo;A wondrous story of the complexities of relationships, friendly and romantic that blurs the lines of expected tropes through random comedy and realistic, interconnected interactions.;5;1;/uLf3YkYpAhzk987pOlzuFT5VsLJ.jpg;Comedy Drama
Too Loud!;Due to Jeffrey and Sara’s abnormally large heads and faces, they’re the two noisiest and clumsiest people in the world - much to the dismay of everyone around them!;6;1;/7OIz77UwtMYPnBfVOkhRQ352qlf.jpg;Animation Comedy
Wet Hot American Summer: Ten Years Later;A decade after their wild summer as junior counselors, the gang reunites for a weekend of bonding, hanky-panky and hair-raising adventures.;8;1;/cpztqCrGNEjBQYlW0behUYMVs1t.jpg;Comedy 
The Capones;"The spirit of the infamous gangster Al Capone still lives on in Chicago in the form of his drama-filled, lasagna-loving dysfunctional family, the Capones. Direct descendants of Al Capone himself are living a true mashup of the American Dream. With a notorious bloodline and larger-than-life personalities, this workplace docuseries follows the goodfellas as they run the family Italian restaurant and try to keep peace at the Capone mansion with the extended family all living under one roof. Each episode follows Dom Capone ""The Boss"" as he runs this unkempt crew at his Italian eatery with an iron fist. The only one who keeps this loud-mouthed and fiery boss in check is his mother, Dawn. As co-owner of the restaurant with her son, Dawn is the meddling mother who gets involved in everyone's business, whether they like it or not. Surrounding Dom and Dawn Capone are an unusual cast of characters even by reality show standards. Dom's current girlfriend ""The Princess"" and ex-girlfriend ""Madness Cherry Lips"", two crazy aunts and the unemployed friend ""Sausage"", drunken cousins, a pathological liar, flirty waitresses, an eccentric uncle ""Toupee Lou"", an Irishman, and of course, the neighborhood troublemakers ""Meatball"" and ""Bart"" and that just includes the staff. However dysfunctional this cast of characters can get, they always end the week with the traditional Sunday dinner where the drama is always spicier than the pepperoni. Despite all the arguing, yelling, jealousy and manipulation, the passion and love that holds this family together runs deep. No matter what happens, they always stick together and know that family comes first no matter what.";1;1;/umuaifdMnRW7dZ3UIDmm9wu28Xs.jpg;Reality 
Future Man;Josh Futturman, a janitor by day/world-ranked gamer by night, is tasked with preventing the extinction of humanity after mysterious visitors from the future proclaim him the key to defeating the imminent super-race invasion.;34;3;/49mOgAEa4eKpPsoBH8UvvXwEMDT.jpg;Comedy Sci-Fi & Fantasy
About Justin;The journey of Justin and his adventure to find himself and love.;7;2;/nuzFzhX1pjAgVj0NCMyekvTYmNl.jpg;Comedy Drama
The American Revolution;Everyone knows the story of Paul Revere and his famous midnight ride to warn colonial forces of the British approach. But history books don't tell of the man who sent Revere on his mission: Joseph Warren, America's least remembered founding father. Uncover the forgotten history of Warren and stories of other unsung heroes in our fight for independence.;3;1;/9jmnYDNkHbsf8G5R2PcoZ5nOoU7.jpg;War & Politics Documentary
The Story of Diana;Princess Diana's life and legacy is explored through interviews with those who knew her best, as well as the world's leading experts on her.;2;1;/tNP5Vo4dfCHeg4ob5naikAwnw1m.jpg;Documentary 
The Disappearance of Natalee Holloway;A man searches for answers about his daughter's mysterious disappearance from Aruba in 2005.;6;1;/nGhbkTKvxz1nIBimcSEnl390swC.jpg;Documentary Crime
Wild West: America's Great Frontier;Discover the amazing ways nature has found to survive in the extremely testing land of America's wild west.;3;1;/cYG7uLOa4eLcuMYzwmwzsZ10gVl.jpg;Documentary 
Eve of Destruction;When two scientists attempt to discover unlimited energy, their experiment is sabotaged by eco-terrorists. The result is a dark energy black hole that could destroy the planet.;2;1;/4hk8x7cFHoyZQ2n9eE7THm3LKIG.jpg;Sci-Fi & Fantasy 
MTV Undressed;MTV Undressed is a one-of-a-kind social experiment that strips away the distractions and superficiality of the digital world. In each episode of this dating experiment, two strangers must undress each other before getting to know one another for the next 30 minutes. They will be tasked with answering questions and performing simple challenges -- all designed to test whether or not romance can blossom. At the end of the allotted time, each partner must press a YES/NO button to decide if he or she wants to continue the fledgling relationship -- or say goodbye.;6;1;/hEGi958zhECcCjnQhJ81fq54adY.jpg;Reality 
